DEPARTAMENTO;MUNICIPIO;LATITUD;LONGITUD;COD_CENTRO;CENTRO DE VACUNACIÓN;DIRECCIÓN;ENLACE WAZE;ENLACE GOOGLE MAPS;MODALIDAD;REQUISITOS;ENLACE REGISTRO;TIPO DE VACUNA Y DOSIS - GRUPO POBLACIONAL Y ACCESO;DÍAS DE ATENCIÓN;HORARIO;AFL_16102021;CV_16102021:;EP_16102021:;VR_16102021:;DA_16102021:;AFL_17102021;CV_17102021:;EP_17102021:;VR_17102021:;DA_17102021:;AFL_18102021;CV_18102021:;EP_18102021:;VR_18102021:;DA_18102021:;TDA
Guatemala;Villa Nueva;14.54696409;-90.62182531;28;Iglesia de Jesucristo de los Santos de los Últimos Días, Villa Nueva;Iglesia de Jesucristo de los santos de los últimos días, 3 Avenida 5-48 Zona 1 Villa Nueva, Guatemala;https://waze.com/ul?q=Iglesia%20de%20Jesucristo%20de%20los%20santos%20de%20los%20%C3%BAltimos%20d%C3%ADas%203%20Avenida%205-48%20Zona%201%20Villa%20Nueva%20GT&navigate=yes;https://www.google.com/maps/dir//La+Iglesia+de+Jesucristo+de+Los+Santos+De+los+Ultimos+Dias+G9WH%2BQ7V+Villa+Nueva/@14.5469659,-90.6218241,18z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858909949eecc3a3:0x51881ca7a62f763e;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\26.svg;Lunes - Sabado;8:00 - 14:00;39.93846154;1300;759;1282;18;27.02473684;1900;1332;1887;13;26.579;4000;3098;3978;22;9934
Guatemala;Villa Canales;14.48223489;-90.5346866;29;Auditorio Municipal de Villa Canales ;Auditorio Municipal de Villa Canales, 7ma. Calle, Villa Canales;https://waze.com/ul?q=Auditorio%20Municipal%20de%20Villa%20Canales%202%20Avenida%207%20Calle%20Zona%201%20GT&navigate=yes;https://www.google.com/maps/dir//Auditorio+Municipal+de+Villa+Canales+7ma.+Calle+Villa+Canales/@14.482235,-90.5346817,16z/data=!4m8!4m7!1m0!1m5!1m1!1s0x8589a60548be93e5:0x75f7ed5fb5990831!2m2!1d-90.5346817!2d14.482235;A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\26.svg;Lunes - Sabado;7:00 - 16:00;47.2;1100;519;1086;14;27.02473684;1900;1479;1879;21;31.26941176;3400;2313;3385;15;9934
Guatemala;Villa Canales;14.55511205;-90.52639901;30;Grupo Golán Boca del Monte;Golán, Villa Canales, 5A Calle 1 avenida, Cdad. de Guatemala;https://waze.com/ul?q=Gol%C3%A1n%20Boca%20del%20Monte%20%205%20calle%201%20Avenida%20Villa%20Canales%20GT&navigate=yes;https://www.google.com/maps/dir//Gol%C3%A1n+Villa+Canales+5A+Calle+1+avenida+Cdad.+de+Guatemala/@14.5551148,-90.5264412,20.48z/data=!4m8!4m7!1m0!1m5!1m1!1s0x8589a6a83c8c1361:0x470526f367060e17!2m2!1d-90.526397!2d14.555114;A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\27.svg;Lunes - Sabado;7:00 - 15:00;30.54117647;1700;1221;1683;17;39.49769231;1300;846;1288;12;25.31333333;4200;3284;4183;17;9934
Guatemala;Fraijanes;14.46531087;-90.44130213;31;Nuevo Salón Municipal de Fraijanes;1a Avenida 1-15, Fraijanes;https://waze.com/ul?q=Municipalidad%20de%20Fraijanes%20Zona%201%20Fraijanes%20GT&navigate=yes;https://www.google.com/maps/dir//Municipalidad+de+Fraijanes+1a+Avenida+1-15+Fraijanes/@14.4653105,-90.4413025,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589b005f06fbe5d:0xf6e1c876615e4e54;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\16.svg;Lunes - Domingo;8:00 - 14:00;34.61333333;1500;1012;1491;9;46.67909091;1100;636;1086;14;26.579;4000;3014;3977;23;9934
Guatemala;Santa Catarina Pinula;14.573179;-90.48136;32;Centro de Vacunación Vehicular Plaza TIGO;Km 9.5 Ctra a El Salvador, Santa Catarina Pinula, Guatemala 01051, Carretera El Salvador Ctra a El Salvador km 9.5, Cdad. de Guatemala 01051;https://waze.com/ul?q=Plaza%20TIGO%20Montebello%201%2C%20Santa%20Catarina%20Pinula%20GT&navigate=yes;https://www.google.com/maps/dir//Plaza+Tigo+Km+9.5+Ctra+a+El+Salvador,+Santa+Catarina+Pinula,+Guatemala+01051+Carretera+El+Salvador+Ctra+a+El+Salvador+km+9.5+Cdad.+de+Guatemala+01051/@14.573179,-90.48136,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a37bafb17dfb:0xabc3e0a685d20e2a;A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\3.svg;Lunes - Domingo;12:00 - 17:00;39.93846154;1300;781;1288;12;39.49769231;1300;836;1286;14;53.158;2000;1055;1977;23;9934
Guatemala;Santa Catarina Pinula;14.55317436;-90.45401843;33;Condado Concepción;Condado Concepción, km 15.5 Carretera a El Salvador, Edificio Plaza Concepción, Condado Concepción, Cdad. de Guatemala 01051;https://waze.com/ul?q=Condado%20Concepci%C3%B3n%20Kil%C3%B3metro%2015.5%20Carretera%20a%20El%20Salvador%20GT&navigate=yes;https://www.google.com/maps/dir//Condado+Concepci%C3%B3n+km+15.5+Carretera+a+El+Salvador,+Edificio+Plaza+Concepci%C3%B3n,+Condado+Concepci%C3%B3n+Cdad.+de+Guatemala+01051/@14.5531752,-90.4540156,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a4b274b59391:0xaf1800c5c3f599d9;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\16.svg;Lunes - Domingo;9:00 - 15:00;47.2;1100;523;1084;16;27.02473684;1900;1389;1881;19;40.89076923;2600;1624;2573;27;9934
Guatemala;Chinautla ;14.67548256;-90.53107977;34;Polideportivo Arnoldo Medrano Tierra Nueva 1;Polideportivo Tierra Nueva 1, MFG9+6H3, Cdad. de Guatemala;https://waze.com/ul?q=Polideportivo%20Tierra%20Nueva%201%20Calle%20Principal%20de%20Tierra%20Nueva%201.%20Chinautla%20GT&navigate=yes;https://www.google.com/maps/dir//Polideportivo+Tierra+Nueva+1+MFG9%2B6H3+Cdad.+de+Guatemala/@14.6755137,-90.5310905,18z/data=!4m8!4m7!1m0!1m5!1m1!1s0x85899f4ead7dd2b9:0x6ab7a50adc4e935c!2m2!1d-90.5310905!2d14.6755137;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\16.svg;Lunes - Sabado;8:00 14:00;27.32631579;1900;1325;1881;19;46.67909091;1100;538;1078;22;24.16272727;4400;3430;4384;16;9934
Guatemala;Amatitlán;14.49070292;-90.614537;35;Escuela Forestal Las Ninfas, Amatitlán;Centro de Capacitacion Las Ninfas Amatitlan Guatemala;https://waze.com/ul?q=Centro%20de%20Capacitaci%C3%B3n%20Las%20Ninfas%20Amatitl%C3%A1n%20GT&navigate=yes;https://www.google.com/maps/dir//Centro+de+Capacitaci%C3%B3n+Las+Ninfas+(ENCA)+Paseo+de+Las+Ninfas+Amatitl%C3%A1n/@14.4906553,-90.614537,16z/data=!4m8!4m7!1m0!1m5!1m1!1s0x8589081694d9bf53:0x91369bd3e775b147!2m2!1d-90.614537!2d14.4906553;Registro previo ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Sabado;7:00 - 17:00;27.32631579;1900;1402;1879;21;27.02473684;1900;1394;1873;27;25.31333333;4200;3217;4178;22;9934
Guatemala;San Miguel Petapa;14.51429211;-90.57727843;36;Centro Comercial Metrocentro San Miguel Petapa;Centro Comercial Metrocentro Guatemala;https://waze.com/ul?q=Centro%20Comercial%20Metrocentro%20GT&navigate=yes;https://www.google.com/maps/dir//Metrocentro+GC7F%2BH3H+Cdad.+de+Guatemala/@14.5139466,-90.577255,11z/data=!4m8!4m7!1m0!1m5!1m1!1s0x8589a7a6b8eb33b1:0x51d71525ac41beb8!2m2!1d-90.577255!2d14.5139466;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Sabado;8:00 - 15:00;47.2;1100;527;1089;11;34.23133333;1500;1032;1480;20;27.97789474;3800;2812;3785;15;9934
Guatemala;San Miguel Petapa;14.51923974;-90.5523157;37;Escuela Anexo Pedro José de Betancourt, San Miguel Petapa;Escuela Anexo Pedro de Betancourt 1 Avenida 1-25 Zona 1 San Miguel Petapa Guatemala;https://waze.com/ul?q=Escuela%20Anexo%20Pedro%20de%20Betancourt%20%201%20Avenida%201-25%20Zona%201%20San%20Miguel%20Petapa%20GT&navigate=yes;https://www.google.com/maps/dir//Escuela+Anexo+Pedro+de+Betancourt+San+Miguel+Petapa+Carr.+San+Miguel+Petapa+Villa+Canales/@14.519193,-90.5523157,16z/data=!4m8!4m7!1m0!1m5!1m1!1s0x8589a74c5b1c3de9:0x1cdebd803f32c219!2m2!1d-90.5523157!2d14.519193;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Sabado;8:00 - 14:00;27.32631579;1900;1451;1886;14;34.23133333;1500;1021;1481;19;59.06444444;1800;835;1778;22;9934
Guatemala;San Juan Sacatepéquez;14.69575491;-90.57925269;38;"Salón de usos múltiples ""El Domo"" Ciudad Quetzal";Ciudad Quetzal INBACOO Ciudad Quetzal, San Juan Sacatepéquez Guatemala;https://waze.com/ul?q=Ciudad%20Quetzal%20INBACOO%20Ciudad%20Quetzal%2C%20San%20Juan%20Sacatep%C3%A9quez%20GT&navigate=yes;https://www.google.com/maps/dir//Ciudad+Quetzal+INBACOO+MCWC%2B78J+Cdad.+de+Guatemala/@14.6957134,-90.5792366,17z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85899fb71ea2dbe3:0x653fa8ade1082c27;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Viernes;8:00 - 13:00;30.54117647;1700;1108;1684;16;27.02473684;1900;1328;1875;25;66.4475;1600;696;1585;15;9934
Guatemala;San Juan Sacatepéquez;14.51928648;-90.55232106;39;Salón Municipal, San Juan Sacatepéquez;Salón Municipal, San Juan Sacatepéquez Guatemala;https://waze.com/ul?q=Sal%C3%B3n%20Municipal%2C%20San%20Juan%20Sacatep%C3%A9quez%20GT&navigate=yes;https://www.google.com/maps/dir//Sal%C3%B3n+Municipal+P995%2B92G+San+Juan+Sacatep%C3%A9quez/@14.7184388,-90.6424575,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589751c1b216ef7:0x972f1bb529b9f66b;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Viernes;8:00 - 15:00;27.32631579;1900;1383;1885;15;30.20411765;1700;1261;1683;17;44.29833333;2400;1350;2375;25;9934
Guatemala;San Pedro Sacatepéquez ;14.68688984;-90.64174322;40;Polideportivo Municipal San Pedro Sacatepéquez;Polideportivo Municipal 3 calle zona 4 San Pedro Sacatepéquez Guatemala;https://waze.com/ul?q=Polideportivo%20Municipal%203%20calle%20zona%204%20%20San%20Pedro%20Sacatep%C3%A9quez%20GT&navigate=yes;https://www.google.com/maps/dir//Centro+Polideportivo+Municipal.+M9P5%2BM7Q+San+Pedro+Sacatep%C3%A9quez/@14.6867625,-90.6417467,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x858974e17f5417cb:0xc35dcd94e602ddbb!2m2!1d-90.6417467!2d14.6867625;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\20.svg;Lunes - Viernes;8:00 - 15:00;39.93846154;1300;830;1288;12;39.49769231;1300;808;1281;19;26.579;4000;3014;3976;24;9934
Guatemala;Chuarrancho;14.82001504;-90.51250937;41;Salón Municipal Chuarrancho;Municipalidad de Chuarrancho Calle principal, Chuarrancho Guatemala;https://waze.com/ul?q=Municipalidad%20de%20Chuarrancho%20Calle%20principal%2C%20Chuarrancho%20GT&navigate=yes;https://www.google.com/maps/dir//Municipalidad+De+Chuarrancho+RF9P%2BXXQ+Chuarrancho/@14.8199518,-90.5125147,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85899bac283aea41:0x54fece64d8eaad6d;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\21.svg;Lunes - Viernes;8:00 - 15:00;30.54117647;1700;1195;1683;17;46.67909091;1100;509;1082;18;25.31333333;4200;3163;4183;17;9934
Guatemala;Palencia;14.66701136;-90.36403232;42;Salón Municipal Palencia;Municipalidad de Palencia Cantón Pueblo Nuevo, Palencia Guatemala;https://waze.com/ul?q=Municipalidad%20de%20Palencia%20Cant%C3%B3n%20Pueblo%20Nuevo%2C%20Palencia%20GT&navigate=yes;https://www.google.com/maps/dir//Municipalidad+de+Palencia+Palencia/@14.6668171,-90.3640366,15z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858995f172a93347:0x7c3748114a837dca;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\19.svg;Lunes - Domingo;8:00 - 12:00;27.32631579;1900;1479;1878;22;30.20411765;1700;1271;1685;15;29.53222222;3600;2523;3580;20;9934
Guatemala;San José del Golfo ;14.76255776;-90.37716705;43;Instituto NITO Palencia, San José del Golfo;Instituto Nito Palencia San José del Golfo Guatemala;https://waze.com/ul?q=Instituto%20Nito%20Palencia%20San%20Jos%C3%A9%20del%20Golfo%20GT&navigate=yes;https://www.google.com/maps/dir//Instituto+Nito+Palencia+QJ6F%2BX4Q+San+Jos%C3%A9+del+Golfo/@14.7624579,-90.3771511,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85899141281bf3b5:0x704eff9d74cbe139;A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\2.svg;Lunes - Domingo;8:00 - 13:00;47.2;1100;532;1089;11;46.67909091;1100;608;1083;17;48.32545455;2200;1212;2175;25;9934
Guatemala;San Pedro Ayampuc;14.77866908;-90.45282772;44;Salón Municipal San Pedro Ayampuc;Municipalidad de San Pedro Ayampuc Cantón el Centro, San Pedro Ayampuc Guatemala;https://waze.com/ul?q=Municipalidad%20de%20San%20Pedro%20Ayampuc%20Cant%C3%B3n%20el%20Centro%2C%20San%20Pedro%20Ayampuc%20GT&navigate=yes;https://www.google.com/maps/dir//Municipalidad+de+San+Pedro+Ayampuc+QGHW%2BFV3+San+Pedro+Ayampuc/@14.7786275,-90.452832,16z/data=!4m8!4m7!1m0!1m5!1m1!1s0x85899a74520a3a79:0x1a91ba00686a9837!2m2!1d-90.452832!2d14.7786275;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\2.svg;Lunes - Domingo;8:00 - 15:00;47.2;1100;637;1090;10;39.49769231;1300;808;1289;11;59.06444444;1800;841;1779;21;9934
Guatemala;San Raymundo;14.76562472;-90.59579944;45;Salón Parroquial Iglesia San Raymundo de Peñafort;Iglesia San Raymundo 2 Avenida 4-80 Zona 1 San Raymundo Guatemala;https://waze.com/ul?q=Iglesia%20San%20Raymundo%202%20Avenida%204-80%20Zona%201%20San%20Raymundo%20GT&navigate=yes;https://www.google.com/maps/dir//Iglesia+San+Raymundo+QC83%2B6MW+San+Raymundo/@14.7656137,-90.5957981,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x85899df0debbeab7:0xfcb4c337ec044a37!2m2!1d-90.5957981!2d14.7656137;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\30.svg;Lunes - Viernes;7:00 - 15:00;34.61333333;1500;980;1480;20;46.67909091;1100;680;1086;14;44.29833333;2400;1488;2373;27;9934
Guatemala;Ciudad Guatemala;14.6096079;-90.53312153;46;CAMIP 1;CAMIP, Zona 12, Guatemala;https://waze.com/ul?q=CAMIP%20Zona%2012%20GT&navigate=yes;https://www.google.com/maps/dir//CAMIP+Zona+12+Cdad.+de+Guatemala/@14.609203,-90.5331859,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a178f8b0691b:0x770a1cbbcbb2bff9;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;39.93846154;1300;827;1285;15;46.67909091;1100;517;1073;27;59.06444444;1800;752;1784;16;9934
Guatemala;Ciudad Guatemala;14.64264813;-90.57075356;47;CAMIP 3 Zunil;CAMIP Zunil, Zona 7, Guatemala;https://waze.com/ul?q=CAMIP%20Zunil%20Zona%207%20GT&navigate=yes;https://www.google.com/maps/dir//CAMIP+Zunil+1-54+13+Avenida+Cdad.+de+Guatemala/@14.6423471,-90.5707321,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a030e1e68ed5:0x22e31b3b05b10e78;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;30.54117647;1700;1231;1685;15;27.02473684;1900;1485;1891;9;26.579;4000;3024;3978;22;9934
Guatemala;Villa Nueva;14.5156048;-90.57793057;48;Consultorio IGSS Villa Nueva;IGSS Villa Nueva, Guatemala;https://waze.com/ul?q=IGSS%20Villa%20Nueva%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS+Villa+Nueva+GC8C%2B3QQ+Villa+Nueva/@14.5152205,-90.5780164,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a7a12a6af8d3:0xf0dadc9393808850;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;34.61333333;1500;1068;1479;21;34.23133333;1500;1029;1480;20;48.32545455;2200;1188;2179;21;9934
Guatemala;Ciudad Guatemala;14.64561825;-90.51064488;49;Cruz Roja Guatemalteca;Cruz Roja Guatemalteca, 3ra Calle 8-40 zona 1, Guatemala;https://waze.com/ul?q=Cruz%20Roja%20Guatemalteca%203ra%20Calle%208-40%20zona%201%20GT&navigate=yes;https://www.google.com/maps/dir//Cruz+Roja+Guatemalteca+3ra+Calle+8-40+01001+Guatemala/@14.6452757,-90.5106878,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a2123c2f9e5b:0xee508f90d9484bf8;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;39.93846154;1300;859;1277;23;46.67909091;1100;616;1080;20;66.4475;1600;643;1579;21;9934
Guatemala;Ciudad Guatemala;14.63206576;-90.51403416;50;Policlínica del IGSS;Policlínicas del IGSS, 7a avenida 17 calle zona 1, Guatemala;https://waze.com/ul?q=Policl%C3%ADnicas%20del%20IGSS%207a%20avenida%2017%20calle%20zona%201%20GT&navigate=yes;https://www.google.com/maps/dir//Policl%C3%ADnicas+del+IGSS+7a.+Avenida+y+17+calle+Cdad.+de+Guatemala/@14.6320424,-90.5140355,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a23cfa678989:0xd79de08cce6441f0;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;39.93846154;1300;811;1281;19;30.20411765;1700;1138;1676;24;53.158;2000;1044;1981;19;9934
Guatemala;Ciudad Guatemala;14.59733095;-90.52202287;51;Unidad Periférica Zona 5;IGGS Periferica Zona 5, Guatemala;https://waze.com/ul?q=IGGS%20Periferica%20Zona%205%20GT&navigate=yes;https://www.google.com/maps/dir//Iggs+Periferica+Zona+5+Interamerican+Hwy+5+Cdad.+de+Guatemala/@14.5968845,-90.5219585,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8589a3d975deb26d:0xa2c1086c522a9dce;Registro previo / A demanda;Afiliación + DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 - 13:00;30.54117647;1700;1284;1683;17;30.20411765;1700;1195;1684;16;26.579;4000;3003;3977;23;9934
Alta Verapaz;Cobán;15.41962643;-90.32347348;52;Dirección Departamental de Alta Verapaz;Direccion Departamental de Educacion de Alta Verapaz Guatemala;https://waze.com/ul?q=Direccion%20Departamental%20de%20Educacion%20de%20Alta%20Verapaz%20GT&navigate=yes;https://www.google.com/maps/dir//Direccion+Departamental+de+Educacion+de+Alta+Verapaz+1+Calle,+5+19+Cob%C3%A1n/@15.4163995,-90.3229585,13z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858a4072272ee839:0xdd121b81ec2ee4d5;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\31.svg;Lunes - Sabado;8:00 - 13:00;6.754545455;1100;610;1083;17;4.552727273;1100;505;1080;20;4.304722222;3600;2646;3582;18;9934
Alta Verapaz;Santa Catalina La Tinta;15.31797876;-89.88252322;53;IGSS UIA La Tinta;Policia Nacional Civil, Santa Catalina La Tinta, Alta Verapaz, Guatemala;https://waze.com/ul?q=Policia%20Nacional%20Civil%20Santa%20Catalina%20La%20Tinta%2C%20Alta%20Verapaz%20GT&navigate=yes;https://www.google.com/maps/dir//Policia+Nacional+Civil+Puente+Bo.+El+Molino+Chiquimula/@15.3179417,-89.88253,17z/data=!4m5!4m4!1m0!1m2!1m1!1s0x8f61e67945b50d45:0x524ada72e7e8512e;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\32.svg;Lunes - Sabado;8:00 - 13:00;5.715384615;1300;832;1282;18;2.945882353;1700;1128;1675;25;5.960384615;2600;1536;2584;16;9934
Alta Verapaz;Cahabon;15.56740951;-89.83660744;54;Tzalamtun;Territorio  Tzalamtun;0;https://www.google.es/maps/place/Puesto+De+Salud+De+Tzalamtun/@15.5749496,-89.847436,15z/data=!4m9!1m2!2m1!1sTZALAMTUN!3m5!1s0x8f61c539329b662f:0xf42a9ce29049ef1e!8m2!3d15.5671287!4d-89.8365979!15sCglUWkFMQU1UVU6SARdjb21tdW5pdHlfaGVhbHRoX2NlbnRlcg?hl=eshttps://www.google.es/maps/place/Puesto+De+Salud+De+Tzalamtun/@15.5749496,-89.847436,15z/data=!4m9!1m2!2m1!1sTZALAMTUN!3m5!1s0x8f61c539329b662f:0xf42a9ce29049ef1e!8m2!3d15.5671287!4d-89.8365979!15sCglUWkFMQU1UVU6SARdjb21tdW5pdHlfaGVhbHRoX2NlbnRlcg?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Sabado;8:00 -15:00;3.910526316;1900;1449;1879;21;4.552727273;1100;535;1079;21;4.304722222;3600;2543;3586;14;9934
Alta Verapaz;Chahal;15.76579795;-89.55800322;55;Puesto De Salud San Agustin ;Aldea San Agustin Chahal;0;https://www.google.es/maps/place/San+Agust%C3%ADn+Chahal/@15.7610922,-89.5643785,16.13z/data=!4m5!3m4!1s0x8f61b2bb4b6b2289:0x2332ce6561a0f7ef!8m2!3d15.7654811!4d-89.5580172?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Martes- Miercoles ;8:00 -16:00;3.910526316;1900;1423;1889;11;4.552727273;1100;677;1077;23;9.685625;1600;536;1588;12;9934
Alta Verapaz;Chisec;16.01297077;-90.45082024;56;Puesto Aldea Playitas;Aldea Playitas;0;https://www.google.es/maps/place/Playitas+Chisec/@16.0127052,-90.4516195,18z/data=!4m6!1m2!2m1!1sALDEA+PLAYITAS+baja+verapaz!3m2!1s0x858ae595aee8d7e3:0xbad0376358faf3a3!15sChtBTERFQSBQTEFZSVRBUyBiYWphIHZlcmFwYXpaHSIbYWxkZWEgcGxheWl0YXMgYmFqYSB2ZXJhcGF6kgENZ3JvY2VyeV9zdG9yZQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;7:00 -15:00;4.953333333;1500;1057;1488;12;4.552727273;1100;614;1082;18;3.689761905;4200;3201;4176;24;9934
Alta Verapaz;Cobán;15.46917027;-90.37888882;57;Plaza Magdalena;Diagonal 3 11-36 Zona 2 Coban, Alta Verapaz;0;https://www.google.es/maps/place/Coban+alta+verapaz/@15.4287435,-90.3162506,17z/data=!3m1!4b1!4m5!3m4!1s0x858a41f42231e1cd:0xd4c344981a38af85!8m2!3d15.4287383!4d-90.3140619?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;4.370588235;1700;1223;1683;17;3.338666667;1500;976;1477;23;3.522045455;4400;3394;4379;21;9934
